restaurant_id,category,price
202,HAND-DIPPED MILKSHAKES,7.89
202,REFRESHING DRINKS,2.29
202,KIDDOS,8.99
206,Picked for you,12.49
206,Meals (pm),9.58
206,A La Carte (pm),6.22
206,Family Bundles,20.0
206,Sides,3.89
206,Desserts,3.19
206,Beverages,3.49
206,King Jr. Meals,6.09
207,Picked for you,11.69
207,Lunch n' Dinner - 10:30AM to Close,14.94
207,Breakfast - All Day,0.0
207,Sandwiches n' Burgers - 10:30AM to Close,13.64
207,Kid's Menu,6.49
207,Salads,12.99
207,Family Meal Baskets,48.09
207,Beverages - All Day,3.76
207,Crafted Coffee - All Day,4.41
207,Sweets - All Day,5.19
207,Grocery n' Games,12.99
207,Silverware N' Extras,0.0
213,Picked for you,12.95
213,Starters,12.0
213,Salads,17.95
213,Sandwiches,11.5
213,Fresh Pastas,16.95
213,House Specialities,19.95
213,Master Pizzas,12.95
213,Create Your Own Work of Art,8.95
213,Calzones,12.75
213,Drinks,2.25
213,Kids Menu,8.5
244,Picked for you,5.99
244,Specials,34.99
244,Wings,0.0
244,Tenders,12.29
244,Teasers,20.99
244,Burgers,12.99
244,Sandwiches &amp; Tacos,14.29
244,Seafood,13.49
244,Salads,13.29
244,Sides,6.99
244,Desserts,6.99
244,Drinks,6.99
244,Hootie's Burger Bar,12.99
246,Picked for you,18.0
246,Soup &amp; Salad,18.0
246,Hot Bites,6.0
246,Hot Plates,45.0
246,Cold Bites,16.0
246,Tacos,3.25
246,Kids,7.0
246,Sushi,16.0
246,Sashimi,17.0
246,Nigiri,6.0
246,Dessert,8.0
246,Daily Special,6.0
249,Picked for you,27.69
249,Irresist-A-Bowls®,13.79
249,Appetizers,9.19
249,Steaks &amp; Ribs,18.99
249,Chicken,17.29
249,Pasta,16.09
249,Seafood,17.29
249,Handcrafted Burgers,13.29
249,Sandwiches &amp; More,13.29
249,Salads,14.39
249,Kids Menu,6.39
249,2 for $24,27.69
249,Non-Alcoholic Beverages,2.39
249,Desserts,8.09
249,Extras,2.89
253,Picked for you,2.63
253,Featured,5.39
253,Combos,8.99
253,GROUPS,15.0
253,Sauce Packets,0.0
253,Specialties,5.39
253,Tacos,1.79
253,Burritos,1.79
253,Quesadillas,5.39
253,Nachos,5.99
253,New Cravings Value Menu,1.2
253,Sweets,1.2
253,Sides,2.63
253,Drinks,3.47
253,Bowls,7.55
253,Veggie Cravings,5.39
275,Picked for you,6.59
275,Starters,9.59
275,"Soups, Salads, and Potatoes",13.79
275,JNN Classics,17.39
275,Ribs,17.99
275,JNN Sandwiches,9.59
275,Burgers,10.19
275,Trimmings,4.19
275,Desserts,28.79
275,Lil' Piggie,4.79
275,Bulk Protein,19.19
275,Feast In A Flash,0.0
275,Cheese Biscuits,3.59
275,Trimmings For Your Gathering,7.79
275,Beverages,3.59
275,Retail,7.19
279,Picked for you,9.49
279,Featured Selection,6.49
279,Quick Picks,10.98
279,Pizza,9.49
279,Papadias,8.99
279,Sides,6.49
279,Desserts,6.49
279,Drinks,2.99
279,Extras,0.5
299,Picked for you,11.29
299,Famous Meal Dealz,10.5
299,Sandwich Mealz,11.47
299,Big Zalads,9.99
299,Zax Kids,5.59
299,Famous Fingerz &amp; Wings,8.17
299,Shareables,4.99
299,Beverages,0.0
299,Sides,0.25
299,Family Meals,29.99
307,Picked for you,14.94
307,Lunch n' Dinner - 10:30AM to Close,14.94
307,Breakfast - All Day,11.69
307,Sandwiches n' Burgers - 10:30AM to Close,13.64
307,Kid's Menu,6.49
307,Salads,12.99
307,Family Meal Baskets,48.09
307,Beverages - All Day,3.76
307,Crafted Coffee - All Day,4.41
307,Sweets - All Day,5.19
307,Grocery n' Games,12.99
307,Silverware N' Extras,0.0
327,Picked for you,9.49
327,Featured Selection,6.49
327,Quick Picks,10.98
327,Pizza,9.49
327,Papadias,8.99
327,Sides,6.49
327,Desserts,6.49
327,Drinks,2.99
327,Extras,0.5
330,Picked for you,11.69
330,Lunch n' Dinner - 10:30AM to Close,14.94
330,Breakfast - All Day,0.0
330,Sandwiches n' Burgers - 10:30AM to Close,13.64
330,Kid's Menu,5.19
330,Salads,6.75
330,Family Meal Baskets,48.09
330,Beverages - All Day,3.76
330,Crafted Coffee - All Day,4.41
330,Sweets - All Day,5.19
330,Grocery n' Games,12.99
330,Silverware N' Extras,0.0
334,Picked for you,1.99
334,Burritos,0.0
334,Bowls,0.0
334,Meal Kits,44.99
334,Tacos,12.99
334,Quesadillas,0.0
334,Nachos,0.0
334,Salad,0.0
334,Stack,0.0
334,Kids,0.0
334,Extras,1.49
334,Famous Queso,1.99
334,Drinks,0.0
337,Picked for you,8.39
337,CHEESESTEAKS,8.39
337,SIDES,5.39
337,DRINKS,3.39
337,CLASSIC WINGS,10.79
337,BONELESS WINGS,7.19
337,KIDS,0.0
337,EXTRA SAUCES,0.59
337,CATERING (Up to 20),7.59
381,Picked for you,14.39
381,Benedicts,13.19
381,Beverages,2.99
381,Bowls and Plates,14.39
381,"Breakfast Sandwich, Breakfast Burritos and Grit Bowls",8.39
381,Burgers,16.79
381,Chicken and Waffles,15.59
381,Breakfast Classics,13.19
381,Sandwiches,15.59
381,Scrambles and Omelettes,15.59
381,Sides,2.39
381,Starters,9.59
381,Vegetarian and Vegan Options,14.39
382,Picked for you,6.0
382,FROZEN CUSTARD,0.0
382,COMBO MEALS,0.0
382,SANDWICHES AND MORE,8.4
382,KIDS COMBOS,0.0
382,SAVORY SIDES,3.2
382,BY-THE-BOTTLE,5.1
382,BEVERAGES,0.0
398,Picked for you,12.99
398,Salads,4.99
398,Subs,7.25
398,Pastas,8.99
398,Pies,4.49
398,Gourmet Pizzas,7.99
398,Specialty Pizzas,7.99
398,Calzones,5.49
398,Sides,5.99
410,Picked for you,8.4
410,Appetizers,10.2
410,Soup+Salad+Bowls,11.7
410,LD Burritos,16.8
410,Quesadillas,12.0
410,Tacos,6.9
410,Tamales,21.6
410,Fajitas,36.0
410,Seafood,38.4
410,Fried Chicken,16.5
410,Sides,5.7
410,Dessert,8.4
410,Kid's Menu,6.0
410,Refreshing Beverages,3.0
419,Picked for you,14.0
419,Appetizers,10.5
419,Soups and Salads,9.0
419,Quesadillas,13.0
419,Nachos,15.0
419,Vegetarian,9.0
419,De La Parrilla,21.0
419,Seafood Del Mar,16.0
419,Fajitas,19.0
419,Especialidades of Baja,15.0
419,Little Amigos,5.0
419,À la Carte and Side Orders,4.75
419,Desserts,5.0
419,Beverages,2.25
420,Picked for you,10.98
420,Cold Subs,10.07
420,Hot Subs,11.63
420,"Sides, Drinks, &amp; Desserts",1.94
423,Picked for you,8.79
423,Summer Backyard BBQ ,0.0
423,Individual Meals,8.79
423,Kids Meals,4.99
423,Family Meals,27.49
423,Famous Fried Chicken,1.69
423,Pizza,6.99
423,Signature Salads,8.99
423,Desserts,1.99
423,Sides,3.99
423,Beverages,2.79
423,Catering,32.89
436,Picked for you,9.95
436,Appetizers,4.95
436,Soups &amp; Salads,9.5
436,Fajita Specials &amp; Nachos,13.95
436,Quesadillas,9.95
436,Dinner Specials,10.95
436,From the Grill,27.5
436,Vegetarian Dishes,11.5
436,Combinations,9.95
436,Á La Carte,3.5
436,Kid's Plates,5.5
436,Extras,1.25
436,Desserts &amp; Beverages,2.95
443,Picked for you,9.99
443,Shareables,7.99
443,Salad,12.99
443,Dips,8.99
443,Angus Beef Burgers,11.99
443,Jumbo Buffalo Wings,9.99
443,Handheld,10.99
443,Hungry,10.99
443,Kids Menu,6.99
446,Picked for you,11.09
446,NEW AT NEWK'S,15.79
446,PICK A PAIR,15.39
446,SANDWICHES,15.39
446,SALADS,15.39
446,SOUPS,15.39
446,PIZZA,15.39
446,MAC &amp; CHEESE,15.39
446,KIDS MEALS,6.19
446,BEVERAGES,2.49
446,GRAB &amp; GO,0.0
446,DESSERTS,3.09
446,WHOLE CAKES,55.39
446,SIDES &amp; DRESSINGS,6.19
449,Picked for you,13.19
449,Beverages,3.62
449,Appetizers,14.29
449,"All Steaks, Seafood and Favorites",17.59
449,"Soup, Salad &amp; Sandwiches",6.59
449,Kids Menu,7.7
449,Sides,3.85
449,Desserts,9.9
449,Family Packs,61.6
450,Picked for you,6.99
450,Wings,6.99
450,Philly,8.59
450,Burger,7.59
450,Reuben,10.99
450,Subs,10.99
450,Gyro,8.59
450,Chicken Tenders,10.99
450,Fish,10.99
450,Shrimp,10.99
450,Fried Rice,8.99
450,Salads,15.99
450,Sides,1.89
450,Drinks,1.99
450,Kids Menu,5.99
453,Picked for you,11.68
453,Value Meals,8.17
453,Entrees,12.07
453,Fish and Chicken Combo,16.88
453,Fish by the Piece,76.69
453,Dinner Items,12.07
453,Sides,5.18
453,Salads and Sandwiches,12.07
453,Beverages,4.53
460,Picked for you,4.22
460,Our Favorites,9.04
460,Lifestyle Burgers ,13.27
460,Build Your Own,0.0
460,"Hall of ""Dang!""®    ",13.5
460,Fries &amp; Chips,3.4
460,Shakes &amp; Cookies,5.86
460,Drinks,3.28
460,Little Moo Meals,7.74
466,Picked for you,13.91
466,Limited Time Offers,0.0
466,Local Favorites,11.24
466,Family Feasts (IHOP ‘N GO only),28.99
466,Combos,13.91
466,Omelettes,15.07
466,World-Famous Buttermilk Pancakes &amp; Crepes,13.33
466,Burritos &amp; Bowls,0.0
466,French Toast,13.33
466,House-Made Belgian Waffles ,13.33
466,Sides,2.77
466,Burgers &amp; Chicken Sandwiches,0.0
466,Hand-Crafted Melts,11.59
466,Entrées,17.39
466,Apps &amp; Salad,9.85
466,Gluten-Friendly,13.91
466,55+ Menu,9.27
466,Kids Menu (12 &amp; Under),5.79
466,Beverages,2.77
466,ToGo,0.0
470,Picked for you,5.99
470,Fish Fry Friday!,12.99
470,Featured Items,12.99
470,Starters...,7.49
470,Dinner Favorites...,16.99
470,Burgers &amp; Sandwiches...,12.99
470,Entrée Salads &amp; Soups...,12.99
470,Breakfast for Dinner...,16.99
470,Family Meals,48.0
470,Sides....,3.29
470,Desserts,5.99
470,Kid's Menu,6.99
470,Beverages....,2.99
471,Picked for you,6.5
471,Dips,5.95
471,Appetizer,7.95
471,Nachos,9.95
471,Quesadilla,10.5
471,Soups,6.95
471,Salads,10.95
471,Dinner Entrées,16.95
471,Vegetarian Dishes,9.95
471,Children's Dinners,5.25
471,Combination Dinners,10.95
471,Tacos,3.25
471,Burritos,5.5
471,Enchiladas,3.99
471,Side Orders,4.2
471,Drinks,3.5
475,Picked for you,5.95
475,Hot Coffees,3.15
475,Hot Teas,4.85
475,Hot Drinks,3.65
475,Frappuccino® Blended Beverages,5.45
475,Cold Coffees,3.75
475,Iced Teas,3.45
475,Cold Drinks,5.35
475,Hot Breakfast,5.45
475,Bakery,2.65
475,Lunch,7.95
475,Snacks &amp; Sweets,2.85
475,Oatmeal &amp; Yogurt,4.95
476,Picked for you,15.0
476,Popular,9.5
476,Appetizers,6.0
476,Single Bag,15.0
476,Combo Bag,0.0
476,King Fried Combos,16.9
476,Sides,3.25
476,Dessert,8.45
476,Drinks,3.25
478,Picked for you,8.99
478,Sandwiches,7.19
478,Fresh Melts®,12.79
478,No Bready Bowls™,10.99
478,Wraps,10.99
478,Breakfast,4.98
478,Salads,10.38
478,Drinks,1.99
478,Sides,2.02
481,Picked for you,16.09
481,Pizzas,16.09
481,Wood Fired Wings,16.09
481,Shareables,9.19
481,Salads,10.99
481,Pasta,12.59
481,Desserts,9.19
481,Kids ,6.89
481,Beverages,4.09
486,Picked for you,15.49
486,Doughnuts,15.49
486,Bites of Joy,5.69
486,Coffee &amp; Drinks,2.69
496,Picked for you,27.69
496,Steaks &amp; Ribs,18.99
496,Sandwiches &amp; More,13.29
496,Seafood,17.29
496,Irresist-A-Bowls®,13.79
496,Pasta,16.09
496,Chicken,17.29
496,Salads,14.39
496,2 for $24,27.69
496,Non-Alcoholic Beverages,2.39
496,Handcrafted Burgers,12.69
496,Desserts,8.09
496,Extras,2.89
496,Kids Menu,6.39
496,Appetizers,9.19
497,Picked for you,26.59
497,STARTERS,14.49
497,MADE-FROM-SCRATCH ROLLS &amp; CINNAMON ROLLS,4.79
497,MESQUITE WOOD-GRILLED STEAKS,21.79
497,FROM THE DOCK,27.79
497,CHICKEN,15.69
497,ROADHOUSE CLASSICS,26.59
497,BURGERS &amp; SANDWICHES,13.29
497,SOUP AND SALADS,18.19
497,KIDS MENU,6.59
497,DESSERTS,7.89
497,HAND-SHAKEN TEA AND LEMONADES,4.19
497,BEVERAGES,3.69
497,SIDES,3.69
497,Party Packs (Serves 10-12),52.49
497,Family Meals (Serves 4-6),47.29
497,HEAT &amp; SERVE SIDES (Serves 10-12),4.79
497,LOGAN'S BUTCHER SHOP,21.09
518,Picked for you,6.99
518,Sandwiches,12.89
518,You Pick Two,0.0
518,Salads,9.89
518,Soups &amp; Mac,6.49
518,Pizza,11.49
518,Bakery,1.79
518,Beverages,4.59
518,Breakfast,3.09
518,Family Feast Value Meals,36.39
518,Value Duets,6.99
518,Kids,6.99
518,Sides &amp; Spreads,1.09
520,Picked for you,7.12
520,FEATURED,6.89
520,NEW! Snacks,3.44
520,Feel Energized,6.66
520,Get Fit,7.0
520,Manage Weight,6.89
520,Be Well,7.0
520,Enjoy A Treat,6.66
520,Kids,4.7
527,Picked for you,7.99
527,Boneless Chicken Favorites - Available 10:30AM to Close,0.0
527,Sandwiches - Available 10:30AM to Close,9.61
527,Biscuit Meals - All Day Breakfast,7.99
527,Family Meals - Available 10:30AM to Close,31.24
527,Signature Bone-in Chicken Meals - Available 10:30 AM to Close,8.49
527,Individual Biscuits,4.86
527,Salads - Available 10:30AM to Close,9.11
527,Kid's Meals,5.61
527,Fixin's,2.49
527,Beverages,1.56
527,Sweets,0.0
527,Extras,0.49
531,Picked for you,6.59
531,Starters,9.59
531,"Soups, Salads, and Potatoes",13.79
531,JNN Classics,17.39
531,Ribs,17.99
531,JNN Sandwiches,9.59
531,Burgers,10.19
531,Trimmings,4.19
531,Desserts,28.79
531,Lil' Piggie,4.79
531,Bulk Protein,19.19
531,Feast In A Flash,0.0
531,Cheese Biscuits,3.59
531,Trimmings For Your Gathering,7.79
531,Beverages,3.59
531,Retail,7.19
532,Most Popular,4.49
532,Combo Meals,8.09
532,Shareables,23.99
532,Happy Meal,4.69
532,McCafé,2.59
532,McCafé Bakery,1.89
532,Condiments,0.0
532,"Fries, Sides &amp; More",3.19
532,Sweets &amp; Treats,3.99
532,Beverages,1.99
532,Individual Items,4.49
546,Picked for you,5.39
546,Featured,5.15
546,Combos,8.99
546,GROUPS,15.0
546,Sauce Packets,0.0
546,Specialties,5.15
546,Tacos,1.79
546,Burritos,1.79
546,Quesadillas,5.39
546,Nachos,5.99
546,New Cravings Value Menu,1.2
546,Sweets,1.2
546,Sides,2.63
546,Drinks,3.47
546,Bowls,7.55
546,Veggie Cravings,5.15
553,Picked for you,13.65
553,Featured Subs,15.1
553,Small Groups,9.75
553,Hot Specialty Subs,13.65
553,Hot Subs,13.65
553,Salads,8.7
553,Cold Subs,15.2
553,Sides,5.45
553,Drinks,3.25
553,Kids' Combos,6.5
555,Picked for you,9.75
555,Appetizers,1.95
555,Soup,2.34
555,Fried Rice,9.04
555,Noodles,11.64
555,Combination Plates,9.75
555,Family Size,16.25
555,Kids,7.8
555,Extras,3.25
555,Sauces,0.33
555,Beverages,2.6
558,Bowls / Poke,15.95
578,Picked for you,8.99
578,Featured Selection,5.49
578,Quick Picks,8.99
578,Pizza,7.69
578,Papadias,8.0
578,Sides,5.49
578,Desserts,7.99
578,Drinks,2.49
578,Extras,0.5
580,Picked for you,12.0
580,Sushi,12.0
580,Tacos,3.5
580,Appetizers,14.0
580,Salads,12.0
580,Handhelds,12.5
580,Burgers,13.0
580,Wings and Zepps,0.0
580,Runway Pies,16.0
580,Lighter Fair,14.0
580,Entrees,15.0
580,Flight School Menu - 12 and under 9,8.0
580,Sides,2.0
580,Desserts,7.0
580,Drinks,2.99
580,Rice Bowls,12.0
588,Picked for you,12.28
588,Cold Subs,10.07
588,Hot Subs,11.63
588,"Sides, Drinks, &amp; Desserts",1.94
594,Picked for you,9.54
594,BLIZZARD Treats,3.71
594,Blended Treats,4.43
594,Chicken Strip Baskets,9.54
594,Burgers &amp; Sandwiches,4.18
594,Burgers &amp; Sandwiches Combos,9.41
594,Snacks &amp; Sides,3.0
594,Salads,2.6
594,Kid's Meals,5.62
594,Cakes and Novelties,36.61
594,Drinks,2.39
594,Honey Glazed Chicken Strips,10.19
601,Picked for you,12.99
601,Family Bundles,69.99
601,Sandwiches,7.99
601,Combos,12.99
601,Fish and Shrimp,13.99
601,Chicken Whole Wings,199.99
601,Chicken Tenders,13.99
601,Livers and Gizzards,10.99
601,Side Orders,3.99
603,Picked for you,34.09
603,Family Meal Deals,35.19
603,Starters,11.59
603,Signature Feasts,30.79
603,Bowls &amp; Sandwiches,17.09
603,Classics,19.29
603,Pastas,24.19
603,Soups &amp; Sides,6.59
603,Kids,7.69
603,Biscuits &amp; Extras,5.49
603,Desserts,8.29
603,Hot Platters,31.39
603,Beverages,1.99
607,Picked for you,4.29
607,Bundles,45.99
607,Wings &amp; Tenders,0.0
607,Appetizers,8.79
607,Burgers,12.99
607,Sandwiches,12.49
607,Wraps,11.29
607,Greens,14.79
607,Kids' Meals,6.99
607,Sides,4.29
607,Add-Ons,0.6
607,Desserts,5.79
607,Drinks,0.0
607,Side of Sauce &amp; Seasonings,0.6
608,Picked for you,14.75
608,Five Guys Favorites,3.71
608,Burgers,11.87
608,Dogs,7.91
608,Sandwiches,7.07
608,Fries,5.75
608,Drinks,2.87
609,Picked for you,8.59
609,Famous Meal Dealz,10.5
609,Sandwich Mealz,11.47
609,Big Zalads,9.99
609,Zax Kids,5.59
609,Famous Fingerz &amp; Wings,8.17
609,Shareables,4.99
609,Beverages,0.0
609,Sides,0.25
609,Family Meals,29.99
613,Picked for you,25.83
613,Limited Time Offers ,14.28
613,Appetizers,9.88
613,Steaks,25.83
613,Steak and Mates Combos,21.43
613,"Chicken, Ribs, and More",18.68
613,Seafood,25.83
613,Burgers and Sandwiches,14.83
613,Entrée Salads,13.18
613,Soups &amp; Side Salads,4.38
613,Freshly Made Sides,4.38
613,Desserts,10.21
613,Party Platters,35.18
613,Beverages ,3.49
614,Picked for you,5.15
614,Family Meals,33.59
614,New Items and Specials,10.19
614,Snacks + Sharables,3.95
614,Wings,8.39
614,Fan Favorites,8.75
614,Pasta Samplers,9.95
614,Signature Bakes,10.79
614,Specialty Pastas,10.79
614,Pizzas,5.99
614,Salads,3.35
614,Vegetarian Options,8.75
614,Sides + Extras,4.19
614,Drinks + Desserts,4.19
624,Picked for you,11.29
624,Main Menu,11.29
624,"Fresh Sides, Soups &amp; Salads",0.0
624,Chicken Salads (A la Carte),0.0
624,Pimento Cheese &amp; More (A la Carte),0.0
624,Thirsty?,2.59
624,Sweet Treats,2.59
626,Picked for you,14.59
626,NEW at Fridays,14.59
626,Fridays Faves,19.42
626,Appetizers  Wings,12.87
626,Whiskey Glazed,28.28
626,Pasta  Seafood,19.42
626,Ribs Steaks  Chicken,27.01
626,Burgers,15.05
626,Sandwiches  Salads,15.17
626,Desserts  Kids,9.3
626,Beverages,3.55
626,Sides  Soups,5.05
626,Family Meals  Platters,5.75
627,Picked for you,2.87
627,Featured,5.15
627,Combos,8.99
627,GROUPS,15.0
627,Sauce Packets,0.0
627,Specialties,5.15
627,Tacos,1.79
627,Burritos,1.79
627,Quesadillas,5.39
627,Nachos,5.99
627,New Cravings Value Menu,1.2
627,Sweets,1.2
627,Sides,2.63
627,Drinks,3.47
627,Bowls,7.55
627,Veggie Cravings,5.15
638,Picked for you,11.49
638,Breakfast Combos,11.49
638,Omelettes,10.79
638,Specialties,10.55
638,Lite Bites,7.29
638,Pancakes and Etc,9.95
638,Benes,10.98
638,Tex-Mex,11.15
659,Picked for you,10.95
659,Appetizers,9.95
659,Wings &amp; Tenders,11.95
659,Salads &amp; Bowls,13.95
659,Burgers &amp; Handhelds,14.25
659,Entrees,17.95
659,Desserts,10.95
659,Sides,3.5
659,Kids Menu,6.95
659,Fountain Drinks,3.25
672,Picked for you,7.12
672,Salads,9.27
672,Sandwiches &amp; Tortas,16.4
672,Fajitas,21.77
672,Pizza,12.83
672,Tacos,3.55
672,Nachos,10.35
672,Quesadillas,17.83
672,Steaks,25.68
672,Chimichangas,9.5
672,Dips,7.12
672,Burritos,7.84
672,Chicken Plates,15.7
672,A La Carta,4.27
672,Traditionals,18.56
672,Huevos Racheros,14.26
672,Fish &amp; Shrimp,20.91
672,Enchiladas,5.35
672,Kids Plates,8.92
672,Side Orders,4.27
672,Desserts,6.07
672,Drinks,3.78
672,Appetizers ,7.84
672,Add Ons,1.43
674,Picked for you,14.59
674,Famous Meal Dealz,10.79
